"ItemNumber","Supplier","SupplierName","Month","MrpPlannedQty","SupplierSchedQty","Delta","CoverageRatio","Status","InsightCategory","Priority","Recommendation","PotentialImpact","SafetyStock","StandardPack","TransportDays","Planner"
"6166181-1900B79_V","320951","","2026-03","0","240","-240","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 240 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B79_V","320951","","2026-07","0","2","-2","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B79_V","320951","","2026-08","0","4","-4","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 4 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B79_V","320951","","2026-09","0","5","-5","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 5 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B79_V","320951","","2026-10","0","8","-8","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 8 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B81_V","320951","","2025-11","0","200","-200","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 200 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B81_V","320951","","2026-03","0","240","-240","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 240 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B81_V","320951","","2026-07","0","237","-237","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 237 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B81_V","320951","","2026-08","0","554","-554","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 554 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B81_V","320951","","2026-09","0","715","-715","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 715 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B81_V","320951","","2026-10","0","1135","-1135","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1135 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B92_V","320951","","2025-11","0","200","-200","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 200 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B92_V","320951","","2026-03","0","240","-240","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 240 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B92_V","320951","","2026-07","0","12","-12","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 12 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B92_V","320951","","2026-08","0","33","-33","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 33 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B92_V","320951","","2026-09","0","44","-44","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 44 but MRP is unaware. Risk of surprise shortage.","","","",""
"6166181-1900B92_V","320951","","2026-10","0","63","-63","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 63 but MRP is unaware. Risk of surprise shortage.","","","",""
"6169459-N_MC","306180","","2025-12","0","25000","-25000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 25000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6169459-N_MC","306180","","2026-02","0","25000","-25000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 25000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6169459-N_MC","306180","","2026-03","0","15000","-15000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 15000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6169459-N_MC","306180","","2026-05","0","21000","-21000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 21000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6169459-N_MC","306180","","2026-06","0","15400","-15400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 15400 but MRP is unaware. Risk of surprise shortage.","","","",""
"6169459-N_MC","306180","","2026-07","0","22600","-22600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 22600 but MRP is unaware. Risk of surprise shortage.","","","",""
"6169459-N_MC","306180","","2026-08","0","18400","-18400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 18400 but MRP is unaware. Risk of surprise shortage.","","","",""
"6169459-N_MC","306180","","2026-09","0","24000","-24000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 24000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6169459-N_MC","306180","","2026-10","0","10600","-10600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 10600 but MRP is unaware. Risk of surprise shortage.","","","",""
"6170726-07_O","309367","","2025-12","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","","","",""
"6170727-07_O","309367","","2025-12","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","","","",""
"6172508-1D98-000","","","2025-12","4","0","4",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adjurist"
"6172508-1D98-000","","","2026-01","24","0","24",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adjurist"
"6172508-1D98-000","","","2026-02","40","0","40",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adjurist"
"6172508-1D98-000","","","2026-03","74","0","74",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adjurist"
"6172508-1D98-000","","","2026-04","78","0","78",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adjurist"
"6172508-1D98-000","","","2026-05","136","0","136",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adjurist"
"6172508-3F60-000","","","2026-05","52","0","52",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172508-9K21-000","","","2026-01","202","0","202",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172508-9K21-000","","","2026-02","600","0","600",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172508-9K21-000","","","2026-03","558","0","558",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172508-9K21-000","","","2026-04","248","0","248",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172508-9K21-000","","","2026-05","354","0","354",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-1D98-000","","","2025-12","32","0","32",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-1D98-000","","","2026-01","176","0","176",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-1D98-000","","","2026-02","184","0","184",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-1D98-000","","","2026-03","404","0","404",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-1D98-000","","","2026-04","300","0","300",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-1D98-000","","","2026-05","576","0","576",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-3F60-000","","","2026-01","34","0","34",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-3F60-000","","","2026-02","88","0","88",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-3F60-000","","","2026-03","246","0","246",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-3F60-000","","","2026-04","176","0","176",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-3F60-000","","","2026-05","370","0","370",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-9K21-000","","","2025-12","337","0","337",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-9K21-000","","","2026-01","2040","0","2040",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-9K21-000","","","2026-02","2080","0","2080",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-9K21-000","","","2026-03","2518","0","2518",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-9K21-000","","","2026-04","1954","0","1954",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6172519-9K21-000","","","2026-05","3720","0","3720",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","adrljaa"
"6177389-20_N","416381","SEIREN Hungary Kft.","2025-12","0","600","-600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 600 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","adordem"
"6177389-20_N","416381","SEIREN Hungary Kft.","2026-01","0","1500","-1500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1500 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","adordem"
"6177389-20_N","416381","SEIREN Hungary Kft.","2026-02","0","900","-900","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 900 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","adordem"
"6178656","414405","UKS Stamping SRL","2026-02","0","5000","-5000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 5000 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","aspmar1"
"6178656","414405","UKS Stamping SRL","2026-03","0","2000","-2000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2000 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","aspmar1"
"6178656","414405","UKS Stamping SRL","2026-04","617","0","617",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","aspmar1"
"6178656","414405","UKS Stamping SRL","2026-05","2091","2000","91","1.046","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","0","1","0.0000000000","aspmar1"
"6178656","414405","UKS Stamping SRL","2026-06","574","2000","-1426","0.287","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 2000 but MRP only plans 574.","0","1","0.0000000000","aspmar1"
"6178656","414405","UKS Stamping SRL","2026-07","0","2802","-2802","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2802 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","aspmar1"
"6178656","414405","UKS Stamping SRL","2026-08","0","6906","-6906","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 6906 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","aspmar1"
"6178656","414405","UKS Stamping SRL","2026-09","0","8757","-8757","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 8757 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","aspmar1"
"6178656","414405","UKS Stamping SRL","2026-10","0","13362","-13362","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 13362 but MRP is unaware. Risk of surprise shortage.","0","1","0.0000000000","aspmar1"
"6180140-1350B91_L","398287","","2025-11","0","457","-457","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 457 but MRP is unaware. Risk of surprise shortage.","","","",""
"6180140-1350B91_L","398287","","2025-12","0","457","-457","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 457 but MRP is unaware. Risk of surprise shortage.","","","",""
"6180140-1350B91_L","398287","","2026-02","0","457","-457","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 457 but MRP is unaware. Risk of surprise shortage.","","","",""
"6180140-1350C07_L","398287","","2025-11","0","457","-457","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 457 but MRP is unaware. Risk of surprise shortage.","","","",""
"6180140-1350C07_L","398287","","2025-12","0","457","-457","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 457 but MRP is unaware. Risk of surprise shortage.","","","",""
"6180140-1350C07_L","398287","","2026-02","0","457","-457","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 457 but MRP is unaware. Risk of surprise shortage.","","","",""
"6191679-09_O","2359","","2025-12","0","2000","-2000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6199273-1340C07_L","402017","","2025-11","0","973.96","-973.96","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 973.96 but MRP is unaware. Risk of surprise shortage.","","","",""
"6199273-1340C07_L","402017","","2026-03","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6199273-1340C08_L","402017","","2025-11","0","970.5","-970.5","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 970.5 but MRP is unaware. Risk of surprise shortage.","","","",""
"6199273-1340C08_L","402017","","2026-03","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6205383-N_O","418861","","2025-12","0","100","-100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 100 but MRP is unaware. Risk of surprise shortage.","","","",""
"6210818","0","","2025-12","446","0","446",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"6210818","0","","2026-01","1369","0","1369",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"6210818","0","","2026-02","1555","0","1555",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"6210818","0","","2026-03","2159","0","2159",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"6210818","0","","2026-04","1705","0","1705",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"6210818","0","","2026-05","2364","0","2364",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000","abozicsu"
"6211409","","","2025-12","140","0","140",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000",""
"6211409","","","2026-01","270","0","270",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000",""
"6211409","","","2026-02","256","0","256",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000",""
"6211409","","","2026-03","281","0","281",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000",""
"6211409","","","2026-04","248","0","248",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","0","1","0.0000000000",""
"6211458-N_M","331567","","2025-12","0","9000","-9000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 9000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6211458-N_M","331567","","2026-01","0","20000","-20000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 20000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6211458-N_M","331567","","2026-02","0","25000","-25000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 25000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6211458-N_M","331567","","2026-03","0","27000","-27000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 27000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6211458-N_M","331567","","2026-05","0","23600","-23600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 23600 but MRP is unaware. Risk of surprise shortage.","","","",""
"6211458-N_M","331567","","2026-06","0","18000","-18000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 18000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6211458-N_M","331567","","2026-07","0","28000","-28000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 28000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6211458-N_M","331567","","2026-08","0","23400","-23400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 23400 but MRP is unaware. Risk of surprise shortage.","","","",""
"6211458-N_M","331567","","2026-09","0","30000","-30000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 30000 but MRP is unaware. Risk of surprise shortage.","","","",""
"6211458-N_M","331567","","2026-10","0","14000","-14000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 14000 but MRP is unaware. Risk of surprise shortage.","","","",""
